,berita,categories,berantai,topik,jenis,,,
487,"LOCKDOWN MAKASSAR

LOCKDOWN LOKAL MENCEGAH PENYEBARAN COVID-19 DI AREA MAKASSAR
senin 30 maret 2020 jam 02:30 Waktu setempat Sampai Batas Waktu Yang Tidak Di ketahui,PEMERINTAH TERKAIT BERSAMA TNI POLRI AKAN MENUTUP JALUR AKSES KELUAR MASUK KOTA MAKASSAR DARAT, UDARA & LAUT KECUALI UNTUK KEPERLUAN MEDIS, SALAMA'KI..#RIBALLAMKI

#lockdownmakassar",salah,tidak berantai,lain,[false context],,,
488,"BUKITTINGGI SEGERA LOCKDOWN
Efek dari terkonfirmasi 1 warga bukittinggi yang positif covid-19
Bukittinggi akan memberlakukan :
1. Menutup akses keluar masuk keluar-masuk ke bukittinggi
2.Menutup semua tempat wisata termasuk jam gadang
3. Melarang perkumpulan massal.seperti konser.event, pernikahan dan tempat hiburan
4. Melarang cafe,tempat olahraga futsal, sepak bola, nge gym
5.Menutup tempat pelayanan publik.kecuali posko covid-19.L puskesmas, rumah sakit, kodim, dan kantor polisi
6 Melarang pasar atas pasar bawah.pasar aur beroperasi
7.Melarang toko buka kecuali apotek.dan supermarket
8. Melarang aktivitas atau bepergian dari rumah seperti duduk jalan-jalan di tempat umum, kecuali darurat

#DIRUMAHSAJA
#HİDUPSEHAT",salah,tidak berantai,lain,[misleading content],,,
489,"PENGUMUMAN

Kepada Seluruh Warga Kota Sukabumi.

Sehubungan dengan Himbauan Pemerintah Daerah bahwa tidak boleh menerima tamu luar berkunjung ke Sukabumi untuk mencegah dan membatasi Virus Corono Covid 19 agar tidak menyebar dan masuk ke wilayah Sukabumi khususnya Kota, maka kami menghimbau agar setiap warga Sukabumi untuk bisa membantu dan memberitahukan kepada siapa saja yang akan berkunjung ke Sukabumi agar memenuhi peraturan yg telah dibuat sasuai Intruksi Presiden QQ Kapolri No. 002/Skep-POLRI/III/2020. Agar setiap pengunjung/tamu/ keluaraga yang tiba dari luar kota harus dilengkapi ""Surat Keterangan dari Kepolisian Domisi"" Demikian pengumuman ini kami sampaikan agar diperhatikan.

Sukabumi, 24 Maret 2020.

Dinas Kesehatan Kota Sukabumi.",salah,tidak berantai,lain,[false context],,,
490,,salah,,,[misleading content],,,
491,"Yth Bapak/Ibu,

Mohon ijin…

Bisakah mencarikan volunteer tenaga kesehatan untuk merawat pasien covid 19 di wisma atlit Jakarta yg akan dibuka senin ini?

Apabila ada bisa hubungi saya… terimakasih?

Dr Irna

+6281212729***

Kemenkes

(Batas usia 40 thn maksimal)

Gaji Rp. 6,3 juta dapet mes

Teman2 mhn bantuannya share ini ya.. saat ini yg mendaftar masih 140an org. Sementara kebutuhnnya 800 org. Terima kasih

===",salah,berantai,ekonomi,[fabricated content],,,
492,,salah,,,[false context],,,
493,"GOOGLE 21st Birthday Offer GOOGLE is celebrating its 21st birthday by giving 100GB 4G Free Data to all users.

Telkomsel https://bit.ly/Google-BirthDay-Offer? Telkomsel
IM3-Ooredoo https://bit.ly/Google-BirthDay-Offer?IM3- Ooredoo
3 https://bit.ly/Google-BirthDay-Offer?3
XL-Axiata https://bit.ly/Google-BirthDay-Offer?XL- Axiata
Smartfren https://bit.ly/Google-BirthDay-Offer? Smartfren”.
======

*100GB data Internet tanpa pengisian ulang apa pun Untuk QUARANTINE (CORONAVIRUS)*
Dapatkan 100GB data Internet gratis di jaringan seluler apa pun selama 60 hari.
*Dapatkan DI SINI sekarang* 👇👇
http://freeinternet.faster4g.com",klarifikasi,tidak berantai,ekonomi,valid,,,
494,"OBAT YANG DIBELI JOKOWI DARI CINA KOMUNIS , SANGAT BERBAHAYA DAN BERAKIBAT KEMATIAN ‼‼‼

SURUH JOKOWI AJA YG MINUM OBAT TERSEBUT 

Akibat tenggak obat Chloroquine..

Warga AS semaput langsung masuk kamar Mayat.. 

Mati..

Mati sia-sia akibat Chloroquine..

Obat ini di beli jokowi dalam jumlah banyak..

Warga AS Tewas usai tenggak Chloroquine untuk cegah Corona
https://t.co/UBYF6R1Iy4",salah,tidak berantai,politik,[false context],,,
495,"INFO PENTING

Rekan Mitra Gojek,
Kami selaku GOJEK INDONESIA sangat mengkhawatirkan
Mitra, untuk itu kami memberi dana pinjaman sebesar 2 juta rupiah
Terkait covid-19 dimana virus ini sangat berbahaya
Maka untuk para mitra dianjurkan berdiam diri dirumah

Dana yang akan dikirim ke aplikasi mitra , melalui pembayaran nanti
Akan dipotong melalui aplikasi anda perhari,setelah aktivitas
Kembali normal,maka dari itu kami mengimbau
Untuk berdiam diri dirumah ,setelah wabah pandemi ini usai

Sayangi diri anda
Serta keluarga tercinta
Dan janda janda muda

Sama” kita berdoa agar bangsa ini dpt mengatasi
Dan cobaan ni segera berlalu”",salah,tidak berantai,ekonomi,[fabricated content],,,
496,Sis and Broo. Avoid RS Premier Bintaro dlu ya. Lg kena lockdown. 19 tenaga medis positif terkena covid19,salah,tidak berantai,lain,[misleading content],,,
497,"“Utuk saudara” yg mau beli 
obat/ vitamin utk persediaan d
rumah,,,,belilah sekarang,karna stok 
obat vitamin yg lg dibutuhkan saat 
ini stoknya sdh menipis,, Distributor 
Farmasi obat”an & Expedisi  byk yg 
diliburkan.

Beberapa Pasar”  Tradisional d 
Tjk.Karang & Teluk Betung mulai 
besok ada yg tutup 3hr SD 5hr 
karna mau d Semprot/Disterilisasi, 
dr pemerintah,,,, Jadi yg mau beli 
Sayur”an belilah sekarang,,,”",salah,tidak berantai,ekonomi,[fabricated content],,,
498,,salah,,,[misleading content],,,
499,,salah,,,[false context],,,
500,,salah,,,[fabricated content],,,
501,,salah,,,[false context],,,
502,,salah,,,[misleading content],,,
503,,salah,,,[false context],,,
504,,salah,,,[false context],,,
505,,salah,,,[false context],,,
506,"“Innalilahi wa'innalilaihi rojiun telah meninggal dunia Dosen UI ada berita yg menyedihkan, pagi tadi jam 10.00 Dosen kedokteran Gigi, dr Umi Susiana, meninggal (covid 19)  pimpinan memutus semua dosen dan karyawan libur 3 Minggu, masuk tgl 6 April 2020. Sekarang kita semua disuruh cepet pulang karena kampus akan ditutup dan di semprot... Jadi kita semua sholat dhuhur dan sholat ghoib, karena jenazah tdk boleh di bezuk.. msh di RSI Cemputih... 
Semoga Allah melindungi kita semua, aamiin yaa rabbal aalaamiin...”",salah,tidak berantai,kesehatan,[false context],,,
507,,salah,,,[false context],,,
508,,salah,,,[misleading content],,,
509,,salah,,,[misleading content],,,
510,,salah,,,[misleading content],,,
511,,salah,,,[manipulated content],,,
512,,salah,,,[false context],,,
513,,salah,,,[manipulated content],,,
514,,salah,,,[false context],,,
515,,salah,,,[-],,,
516,,salah,,,[false context],,,
517,,salah,,,[false context],,,
518,,salah,,,[misleading content],,,
519,,salah,,,[false context],,,
520,"“Teman sekelas keponakan laki-laki , lulus dengan gelar master, dan bekerja di Rumah Sakit Shenzen. Dia dipindahkan ke Wuhan untuk mempelajari virus pneumonia baru. Dia baru saja menelepon dan meminta saya untuk memberi tahu semua kerabat dan teman saya bahwa jika pilek dan dahak selama pilek, tidak dapat disimpulkan bahwa itu adalah pneumonia coronavirus tipe baru. Karena coronavirus pneumonia adalah batuk kering tanpa pilek, ini adalah cara paling sederhana untuk mengidentifikasinya. Dia juga menginformasikan bahwa tipe baru virus pneumonia koroner tidak tahan panas dan akan terbunuh dalam suhu 26-27 derajat. Karena itu, minumlah air panas untuk mencegah virus. Olahraga, Anda tidak akan terinfeksi virus. Jika Anda demam tinggi, tutupi selimut dan minumlah sup jahe untuk menambah energi panas tubuh tanpa perlu vaksin. Makan lebih banyak jahe, merica bawang putih, dan merica bisa menyelesaikannya,kurangi makan yg manis, asam, dan asin, dan jangan pergi ke daerah cuaca dingin. Virus akan hilang sepenuhnya saat terkena sinar matahari.”

Ada juga yang diklaim berasal dari UNICEF sebagai berikut;

Unicef
  * Buletin dari UNICEF *

  Virus corona berukuran besar, karena diameter sel 400 hingga 500, jadi setiap masker yang mencegah pemasukannya tidak harus digunakan oleh apoteker untuk moncong.

Virus tidak mengendap di udara tetapi di tanah, sehingga tidak menular melalui udara.

  ور Coronavirus ketika jatuh di permukaan logam, itu akan hidup 12 jam, jadi mencuci tangan dengan sabun dan air cukup baik.

  Saat coronavirus jatuh pada kain, tetap sembilan jam, jadi mencuci pakaian atau memaparkannya di bawah sinar matahari selama dua jam sudah cukup untuk tujuan membunuh mereka.

  Virus ini hidup di tangan hanya selama 10 menit, sehingga menempatkan alat sterilisasi alkohol di saku akan memenuhi tujuan pencegahan.

Jika virus terpapar pada suhu 26 atau 27, virus itu akan dibunuh, sehingga tidak hidup di daerah yang panas, seperti halnya meminum air panas dan paparan sinar matahari memenuhi tujuannya.
  Dan jauhi es krim dan makan cepat

  Berkumurlah dengan air hangat dan garam atau
  Betadine sakit tenggorokan
  Ini membunuh spora amandel dan mencegahnya bocor ke paru-paru
  Selain banyak minum air putih.

Ketaatan terhadap instruksi ini memenuhi tujuan mencegah virus dan cukup untuk mendramatisasi media sosial dan rumor yang mengelilinginya

  UNICEF IQ HOME
""Benarkah cuaca panas bisa mematikan virus corona?""

""Virus corona bertahan di udara, melayang-layang sampai 8 jam sesudah keluar dari tubuh penderita saat bersin atau batuk, tidak lagi butuh medium cairan utk bertahan. Di ruangan tertutup dan ber-AC lebih lama lagi""
Sinar ultraviolet dapat membunuh cofid 19",salah,tidak berantai,kesehatan,[misleading content],,,
521,"“Segera mendesak: 

Tes sederhana untuk mengenal Virus Corona hanya dalam sepuluh detik tanpa urusan ke Dokter atau Laboratorium, yang belum diketahui siapa pun! 

Awalnya Corona mungkin tidak menunjukkan tanda-tanda infeksi hingga 28 hari setelah gejala COVID 19 muncul. 

Dokter Jepang menawarkan tes sederhana yang bisa kita lakukan setiap pagi! Ambil napas dalam-dalam dan tahan napas selama lebih dari 10 detik! Jika Anda berhasil mengeluarkan napas tanpa batuk, tidak nyaman, lelah, dan kaku di dada, ini membukti kan bahwa tidak ada Fibrosis di paru-paru dan itu sebenarnya menunjukkan bahwa tidak ada virus! 

Anda juga perlu memastikan mulut dan tenggorokan Anda lembab dan tidak kering! Minumlah secangkir air setidaknya sekali setiap 15 menit karena meskipun Virus masuk ke mulut Anda, cairan yang Anda makan secara teratur dapat ditransfer ke perut, dan keasaman lambung akan membunuh virus! 

Tolong jangan menjadi penonton dan kirimkan ke semua kontak dan grup Anda!, Tks.”
""Apa benar test bebas corona dengan tarik napas 10 detik""
""Apa benar test bebas corona dengan tarik napas 10 detik""

DR. Berlian Siagian
Test Bebas Corona Setiap Pagi: Murah, Sederhana, dan Praktis!

Awalnya infeksi virus Corona mungkin tidak menunjukkan tanda-tanda infeksi. Gejala klinis baru terlihat antara 7 - 28 hari setelah infeksi.

Test yang murah, sederhana, dan praktis untuk mengenal infeksi virus Corona hanya dalam 30 detik tanpa kunjungan ke dokter atau pemeriksaan laboratorium sangat kita perlukan.

Anda dapat melakukannya sendiri!

Perhatikan cara berikut ini:

Ambil napas dalam-dalam dan tahan napas selama lebih dari 10 detik! Jika setelah menahan nafas anda berhasil mengeluarkan napas pelan2 tanpa batuk, rasa tidak nyaman, lelah, dan kaku di dada, ini membuktikan bahwa tidak ada fibrosis di paru-paru anda, dan itu sebenarnya menunjukkan bahwa tidak ada virus apapun didalam paru2 anda!

Anda juga perlu memastikan mulut dan tenggorokan anda lembab dan tidak kering! Minumlah beberapa teguk air hangat setidaknya sekali setiap 30 menit.

Seandainya ada virus Corona telah masuk kedalam mulut anda, air hangat yang anda minum secara teratur dapat masuk kedalam perut, dimana keasaman lambung akan langsung membunuh virus Corona!

Mari jangan menjadi penonton dan sampaikan ke semua teman, kenalan, saudara yang anda kenal.

Tidak perlu minta ijin untuk membagikan status ini.

apakah benar tes sederhana covid 10 detik?",salah,berantai,kesehatan,[fabricated content],,,
522,"Sebuah pesan berantai mengatasnamakan PT. Pertamina dengan klaim bahwa penerima pesan tersebut berhasil mendapat hadiah sejumlah uang. Menanggapi adanya pesan tersebut, pihak Pertamina pun angkat bicara dengan menyatakan bahwa pesan tersebut bukanlah produk buatan mereka.
NARASI:

Info resmi

KANTOR PUSAT

PT.PERTAMINA (Persero)

Mengucapkan

SELAMAT..!!!

Anda Mendapatkan

Hadiah Rp. 100juta

PIN-(27dd45)

U/info klik

Bit.ly/promo2020-pertamina",salah,tidak berantai,lain,[fabricated content],,,
523,,salah,,,[misleading content],,,
524,,salah,,,[false context],,,
525,,salah,,,[false context],,,
526,,salah,,,[false context],,,
527,"Apakah virus corona akan mati jika kita sering mengkonsumsi bawang putih?
Virus Corona dapat sembuh dgn sendirinya dengan semangkuk air bawang putih yang baru direbus. seorang Dokter muslim Tiongkok yang telah membuktikan keefektifannya. banyak pasien juga telah terbukti efektif, RESEP: Ambil delapan (8) siung bawang putih cincang, tambahkan tujuh (7) gelas air dan didihkan. Makan dan minum air matang dari bawang putih. Diperbaiki dan disembuhkan dalam semalam.

Virus corona bisa sembuh dg semangkok air bawang

Kabar baik....Virus Corona dapat sembuh dgn sendirinya dengan semangkuk air bawang putih yang baru direbus. seorang Dokter muslim Tiongkok yang telah membuktikan keefektifannya. banyak pasien juga telah terbukti efektif, RESEP: Ambil delapan (8) siung bawang putih cincang, tambahkan tujuh (7) gelas air dan didihkan. Makan dan minum air matang dari bawang putih. Diperbaiki dan disembuhkan dalam semalam...tolong bagikan dengan semua kontak Anda agar dapat membantu menyelamatkan nyawa manusia.
mari berbagi kebaikan, karena bagian dari iman, selain ber do'a dan jaga kebersihan
BERBAGI ITU INDAH

",salah,berantai,kesehatan,[misleading content],,,
528,,salah,,,[false context],,,
529,,salah,,,[false context],,,
530,"Beredar melalui pesan berantai Whatsapp sebuah informasi mengenai bahaya bertelepon di dapur saat kompor atau microwave dan pemanas induksi menyala. Dalam narasi tersebut juga mengatakan bahwa bahaya menggunakan ponsel di dapur pada saat kompor menyala sama bahayanya dengan menggunakan ponsel di pom bensin. Berikut kutipan narasinya;

Untuk ibu-ibu / siapapun yg baca:

JANGAN BER TELEPON DI DAPUR

Apakah Anda melakukan panggilan atau menerima panggilan di dapur Anda? Nama saya Dr. Ademola. Baru 3 hari yang lalu, suami saya, yang juga seorang dokter, berbagi kejadian menyedihkan dari 6 orang yang dibawa ke rumah sakit akibat luka bakar ketika membuat atau menerima panggilan telepon di dapur dengan kompor gas menyala. Bahkan oven microwave atau pemanas induksi bisa berbahaya. Beberapa dari mereka memasak dengan telepon menekan telinga mereka! Tolong berhenti membuat atau menerima panggilan di dapur. Ini sama berbahayanya dengan membuat atau menerima panggilan di pom bensin. ""Tolong, jangan lupa untuk memberi tahu orang-orang yang Anda cintai. Jika panggilannya sangat mendesak, jauhi gas 10-12 meter dan kemudian menjawab panggilan. Ingat bahwa keselamatan Anda juga merupakan keselamatan keluarga Anda

Jika informasi ini berguna untuk Anda Harap jangan memblokirnya di ponsel Anda. Sebarkan berita baiknya. Terima kasih.",salah,berantai,lain,[misleading content],,,
531,,salah,,,[misleading content],,,
532,"
BIAYA tilang terbaru di indonesia: Kapolri baru mantap
1. Tidak ada STNK 
Rp. 50,000
2. Tdk bawa SIM 
Rp. 25,000
3. Tdk pakai Helm 
Rp. 25,000
4. Penumpang tdk Helm 
Rp. 10,000
5. Tdk pake sabuk 
Rp. 20,000
6. Melanggar lampu lalin
- Mobil Rp. 20,000
- Motor Rp. 10.000
7. Tdk pasang isyarat mogok 
Rp. 50,000
8. Pintu terbuka saat jalan 
Rp. 20,000
9. Perlengkapan mobil 
Rp. 20,000
10. Melanggar TNBK 
Rp. 50,000
11. Menggunakan HP/SMS 
Rp. 70,000
12. Tdk miliki spion, klakson
- Motor Rp. 50,000
- Mobil Rp. 50,000
13. Melanggar rambu lalin 
Rp. 50,000.
Dicopy dari Mabes Polri
Informasi yg hrs dipublikasikan & mungkin bermanfaat !!! 
???? ???? ????
⛔⚠????????
???????????????? 
 JANGAN MINTA DAMAI
Segala pelanggaran di jalan Raya baik berkendara motor / mobil, ""JANGAN MINTA DAMAI DAN MEMBERI UANG, KARENA ITU BERARTI MENYUAP""
Jadi, walaupun Polisi menawarkan damai, TOLAK SAJA karena itu HANYA PANCINGAN / JEBAKAN.
Dan ""Lebih baik minta di tilang, lalu nanti di urus di pengadilan""
Ini adalah Instruksi KAPOLRI kepada seluruh jajaran Polisi bahwa 
""Bagi POLISI yang bisa membuktikan ada warga yg menyuap Polisi, Polisi tersebut mendapatkan BONUS sebesar Rp. 10jt /1 warga dan Penyuap kena hukuman 10 tahun""
(Nah, lebih besar kan daripada uang damai yg hanya 50 ribu s/d 100 rb, jelas aja akan ada oknum Polisi yang lebih pilih menjebak karena uangnya lebih besar).
INFORMASI INI PENTING HARAP jangan MAIN-MAIN, karena info tsb diatas banyak yg tidak tahu.
Waspadai bila sekarang ada oknum Polisi sedang mencari-cari KELEMAHAN / KELENGAHAN agar kita terpancing untuk menyuap mereka dan mereka mendapat Bonus besar.
Beberapa teman mengatakan bahwa di JKT / SBY sudah banyak yg kena jebakan ini, karena banyak orang yang tidak tahu instruksi baru dari Kapolri ini.
Sebarkan berita ini ke siapa saja yg anda kenal dan kasihi, agar tidak terkena jebakan seperti ini.
WASPADALAH
""Semoga bermanfaat""
????????????????????
",salah,berantai,lain,[fabricated content],,,
533,"*LUHUT ITU MENTERI INDONESIA ATAU 'DUBES KHUSUS' CHINA UNTUK INDONESIA ?*

Oleh : AKBAR TANJUNG

_""Sebenarnya enggak usah dibesar-besarin lah kalau soal kehadiran kapal (Coast Guard China) itu,""_

*[Luhut Binsar Panjaitan, usai pertemuan sore bersama Menteri Pertahanan Prabowo Subianto di kantornya, Jakarta Pusat, Jumat (3/1)].*

Disaat umat ini marah karena China melanggar batas kedaulatan Negara, disaat upaya maksimal perlu dipersiapkan untuk menghalau eksistensi kapal dan kedaulatan China di perairan Indonesia di selat Natuna, Luhut Binsar Panjaitan jusrtu menganggap remeh masalah. Bukannya protes dan marah kepada China, Luhut justru meminta negara ini marah pada negaranya sendiri.

Persoalan ketercukupan kapal patroli dan bahkan kapal perang untuk mengamankan wilayah perbatasan negara itu satu hal. Pelanggaran kedaulatan China, itu hal yang lain yang perlu disikapi secara tegas.

Jika menggunakan logika Luhut, maka ketika rumah kecurian karena pagar tidak digembok kita justru diminta marah kepada diri sendiri, kenapa tidak punya kemampuan untuk membeli gembok pagar. Sementara, persoalan pencuri yang telah masuk rumah dan mengacak-ngacak privasi tidak perlu di besar-besarkan.

Luhut mengganggap, masuknya kapal-kapal asing dari China ini akibat kurangnya kemampuan Indonesia mengawasi Zona Ekonomi Eksklusif (ZEE). 

""Sebenarnya kan kita juga kekurangan kemampuan kapal untuk melakukan patroli di ZEE (Zona Ekonomi Eksklusif) kita itu. Sekarang memang Coast Guard kita itu, Bakamla, sedang diproses supaya betul-betul menjadi Coast Guard yang besar sekaligus dengan peralatannya,"" kata Luhut.

Sebelumnya, Kapal-kapal ikan China dilaporkan telah masuk ke perairan Natuna dan melakukan pencurian ikan. Kapal-kapal pencuri ikan tersebut bahkan dikawal oleh kapal Coast Guard China. Kementerian Luar Negeri Republik Indonesia telah menyampaikan protes keras karena pelanggaran kedaulatan yang dilakukan oleh China.

Umat Islam justru bertanya, Luhut ini menteri negara mana ? Menteri Indonesia atau duta besar khusus China untuk Indonesia ? Kenapa Luhut, justru bicara dalam konteks kepentingan China dimana Indonesia diminta 'memaklumi' tindakan China bahkan meminta Indonesia menyalahkan diri sendiri ?

Kalau Luhut diam dalam urusan pembantaian muslim Uighur mungkin saja dapat dibenarkan, karena Luhut memang merasa tak bersaudara dengan muslim Uighur. Tetapi jika Luhut tak bicara lantang terhadap China karena pelanggaran batas kedaulatan, maka wajar jika banyak yang menyebut Luhut sebagai pengkhianat.

Apalagi, bagi eks militer tentu isu kedaulatan adalah isu krusial. Jiwa tentara, tak akan mungkin rela sejengkal pun tanah perbatasan dirampas musuh.

Luhut telah menunjukan watak aslinya yang menghamba pada kepentingan China. Sikap Luhut dalam isu kedaulatan ini, mengokohkan posisi Luhut yang berfungsi sebagai 'pengaman kebijakan China' dalam melakukan ekspansi ekonomi ke Indonesia melalui proyek OBOR dan belitan hutang China terhadap Indonesia.

Adapun Jokowi, dia tak akan berani mendongakan kepala kepada Luhut dan mengusir Luhut dari kabinet. Jokowi berkuasa juga atas sokongan Luhut, karena itu persoalan intervensi China ke Indonesia tidak saja dipahami sebagai kebijakan persoanal seorang luhut.

Namun, rezim Jokowi ini memang telah menyerahkan 'leher kedaulatan' negeri ini ketangan rezim komunis China, melalui sejumlah utang dan perjanjian. Indonesia telah dipenjara menjadi 'Provinsi baru China diluar China daratan' yang akan menghamba dan melayani kepentingan China.

Protes kemenlu juga bisa dipahami sebagai 'basa-basi politik' belaka, karena sejatinya kebijakan Indonesia benar-benar telah berada dibawah ketiak China. Buktinya, hingga saat ini Jokowi masih bungkam atas isu kemanusiaan yang menimpa muslim Uighur. [].

#copast
",salah,tidak berantai,politik,[impostor content],,,
